title,genre
Down to Earth (1994),Drama
The Comeback Kid (1980),Comedy Romance
Ctrl Z (2007),(no genres listed)
Lake Placid: The Final Chapter (2012),Action Horror Sci-Fi Thriller
Brave Little Tailor (1938),Animation Children Fantasy
Les Luthiers: El Grosso Concerto (2001),(no genres listed)
Something in the Wind (1947),Comedy Musical
Smoke Gets in Your Eyes (2009),Comedy Drama Romance
Shadow on the Wall (1950),Crime Drama Thriller
Christmas Oranges (2012),(no genres listed)
The Game Is Over (1966),Drama Romance
"Lie, The (2011)",Drama
'Til Madness Do Us Part (2013),Documentary
Carry On Girls (1973),Comedy
Touching Home (2008),Drama
They're a Weird Mob (1966),Comedy
The Challenger (2015),Action Drama
Silence (Chinmoku) (1971),Drama
Fantozzi subisce ancora (1983),Comedy
The Story of Robin Hood and His Merrie Men (1952),Action Adventure Children
With Left Hand Only (2015),Comedy Fantasy Romance
Kirk Cameron's Connect (2018),Documentary Sci-Fi
A Christmas Visitor (2002),Drama
Battle for the Lost Planet (1986),Action Adventure Sci-Fi
Two for the Seesaw (1962),Drama Romance
The Crying Dead (2013),Adventure Horror Thriller
Méditerranée (1963),(no genres listed)
"Human Comedy, The (1943)",Drama
"Irene, Go Home! (Irena do domu!) (1955)",Comedy
Costa Azzurra (1959),(no genres listed)
Where Angels Fear to Tread (1991),Drama
Panorama of Esplanade by Night (1901),(no genres listed)
Shadows Over Chinatown (1946),Comedy Crime Mystery Thriller
Firecreek (1968),Western
Doug Stanhope: Deadbeat Hero (2004),Comedy
Blood on the Streets (1974),Action Crime Drama
Lazybones (1925),Action Comedy Drama Romance War
Pigeon: Impossible (2009),Action Animation
Kaala (2018),Action Drama
The Trailer Park Boys Xmas Special (2004),Comedy
One of Us (1989),(no genres listed)
Moog (2004),Documentary Musical
Shootout at Lokhandwala (2007),Action Crime Drama
The Flying Saucer (1964),(no genres listed)
Deathwork (1971),Action
Bear's Kiss (2002),Drama Fantasy Romance
Everything Will Be Okay (2015),Drama Thriller
Last Man Standing (2011),Action Drama Thriller
The Overcoat (1959),(no genres listed)
Beeba Boys (2015),Crime Drama Thriller
Road to Yesterday (2015),Drama Romance
Soo (Art of Revenge) (2007),Action Crime Drama Thriller
Stan (2006),(no genres listed)
Race to Nowhere (2009),Documentary
Dante's Inferno (1935),Action Drama
Phantom (O Fantasma) (2000),Drama
Shockproof (1949),Crime Drama Film-Noir
The Big Ask (2014),Comedy Drama
Cabin by the Lake (2000),(no genres listed)
The Time of Their Lives (1946),Comedy Fantasy Romance Thriller
Mr. Socrates (2005),Action Crime
Little Woods (2018),Drama Thriller
Savageland (2017),Horror Mystery
All Souls' Day (1961),Drama
Oru Naal Koothu (2016),Comedy Drama Romance
No Sail (1945),Animation
Two Weeks Vacation (1952),Animation
"Happy Ending, The (1969)",Drama
Annie Oakley (2006),Documentary
Snake and Mongoose (2013),Drama
Alan & Naomi (1992),Children Drama
Paris Express (2010),Action Comedy Crime
Nobody Lives Forever (1946),Crime Drama Film-Noir
Fraulein (Das Fräulein) (2006) ,Drama
Steptoe and Son (1972),Comedy Drama
The Ball at the Anjo House (1947),(no genres listed)
Get Mean (1976),Western
Days of Hope (1945),(no genres listed)
Emotional Arithmetic (2007),Drama
"Hurricane Express, The (1932)",Adventure Crime Drama
One Evening After the War (1998),Drama
You Should Meet My Son (2010),Children Comedy
My Life with James Dean (2017),Comedy
Raising the Bar (2016),Children
Blood Moon (2014),Horror Western
My Pure Joy (2011),Comedy Horror
Nightfall (1988),Mystery Sci-Fi
The Scarlet Claw (1944),Crime Mystery Thriller
Deciduous Tree (Tree Without Leaves) (Rakuyôju) (1986),Drama
The Proud Family Movie (2005),Animation Children Comedy
Five Evenings (1979),Drama Romance
Koyla (1997),(no genres listed)
A Pistol For Ringo (1965),Action Drama Western
Be Seeing You (1968),Documentary
Rory Scovel Tries Stand-Up for the First Time (2017),Comedy
Family Meeting (2007),Documentary Musical
Vingt-quatre heures de la vie d'un clown (1945),(no genres listed)
mon mon mon MONSTERS (2017),Drama Horror
The Avenging Eagle (1978),Action Adventure
Kathleen Madigan: Gone Madigan (2010),Comedy
"Guns of Fort Petticoat, The (1957)",War Western
Fit (1994),(no genres listed)
Private Collections (1979),Drama Romance
Chicken and Duck Talk (1988),Comedy
The Chinese Mayor (2015),Documentary Drama
Bejewelled (1991),Action Adventure Children
Чьи в лесу шишки? (1965),(no genres listed)
H6: Diario de un asesino (2005),Horror Thriller
Tell Them We Are Rising: The Story of Black Colleges and Universities (2017),Documentary
Bigfootville (2002),(no genres listed)
Effi Briest (Fontane - Effi Briest) (1974),Drama
Casting Couch (2013),(no genres listed)
Autumn Leaves (1956),Drama
L'ordre (1973),(no genres listed)
Groenten uit Balen (2011),Drama
Drums Across the River (1954),Western
United Skates (2018),Documentary
Enchiridion (2012),Animation Drama Horror
Surviving Life (Theory and Practice) (2010),Animation Comedy Fantasy
It's Alive! (1969),Horror Sci-Fi
"Black Waters of Echo's Pond, The (2009)",Fantasy Horror Thriller
The Untold Tales of Armistead Maupin (2017),Documentary
"Wet Parade, The (1932)",Drama Romance
The King (2017),Crime Drama
Bindlestiffs (2012),Action Adventure Comedy
"Little Night Music, A (1977)",Comedy Musical Romance
Heller in Pink Tights (1960),Action Adventure Romance Western
The Forgotten (1989),Action Thriller
Finding Fela! (2014),Documentary
Rope of Sand (1949),Action Drama Thriller
Königin der Nacht (2016),Drama
"Rio, Zona Norte (1957)",(no genres listed)
L'onorevole Angelina (1947),Drama
"Murder, She Baked: A Peach Cobbler Mystery (2016)",Mystery
Deadlier Than the Male (1967),Action Comedy Thriller
"Do-Deca-Pentathlon, The (2012)",Comedy
I'm the King of the Castle (1989),Drama Thriller
"Matter of Dignity, A (To teleftaio psema) (1957)",Drama
The Lost World of Communism,(no genres listed)
Holidays by the Sea (Ni à vendre ni à louer) (2011),Comedy
Papanasam (2015),Children Crime Drama Thriller
Vacation! (2010),Comedy Crime
Bela Lugosi Meets a Brooklyn Gorilla (1952),Comedy Sci-Fi
Lullaby Land (1933),Animation
Rage of Honor (1987),Action Crime
Nails (2017),Horror
The Upturned Glass (1947),Crime Drama
Picasso and Braque Go to the Movies (2010),Documentary
Boys Over Flowers (2009),Comedy Drama Romance
Wish Me Away (2011),Documentary
Don't Change Your Husband (1919),Comedy
KidPoker (2015),(no genres listed)
"Near East, The (El Proximo Oriente) (2006)",Comedy Drama Romance
Illegal (2011),Drama
5th Day of Peace (Dio è con noi) (1969),Drama War
The Great Buster: A Celebration (2018),Documentary
Lost in Siberia (Ausgerechnet Sibirien) (2012),Comedy Drama
Richard III: The King in the Car Park (2013),Documentary
Romuald et Juliette (1989),Comedy
Californy 'Er Bust (1945),Animation
Veeram (2014),Action
Celia (1989),Drama Fantasy Horror
Lydia (1941),Drama Romance
St. Nick (2009),Drama
Project Moon Base (1953),Sci-Fi
The Electric Hotel (1908),Animation Comedy Sci-Fi
Fast and Loose (1939),Comedy Crime Drama Mystery
Before You Say 'I Do' (2009),Comedy Drama Fantasy Romance
Sally in Our Alley (1931),Comedy Drama Romance
"Lonely Villa, The (1909)",Crime Drama
Stricken (Er komt een vrouw bij de dokter) (2009),Drama Romance
The Nanny Express (2009),Children Drama Romance
Katt Williams: Live (2006),Comedy
One Breath (2016),Drama
Sky Riders (1976),Action Adventure
Pharaoh (1966),(no genres listed)
Waves of Lust (1975),Drama
My Man is a Loser (2014),Comedy
Ten Little Indians (1989),Crime Mystery Thriller
Binta and the Great Idea (2004),Children Drama
Waves (2000),Drama Romance
"Bad Blonde (Flanagan Boy, The) (Woman Is Trouble, The) (1953)",Drama
The Perils of Pauline (1967),(no genres listed)
Airborne (1998),Action
Dreamcatcher (2015),Children Crime Documentary
Cristian e Palletta contro tutti (2016),(no genres listed)
The Boys from Fengkuei (1983),Drama
Wormwood (2017),Documentary
Fog Island (1945),Horror Mystery Thriller
"Enchanted Cottage, The (1945)",Drama Romance
Mag Wheels (1978),Action Comedy
Intimate Grammar (2010),Drama
The Adventurers (2017),Action Adventure Crime Drama
Double Or Nothing (1937),(no genres listed)
Mr. Peabody and the Mermaid (1948),Comedy Fantasy Romance
Cat Girl Kiki (2006),Drama Sci-Fi
Free Floating (2006),Comedy Drama Romance
A Violent Prosecutor (2016),Comedy Crime
Little Lips (1978),Drama
Middle of the Night (1959),Drama
"Lady with the Dog, The (Dama s sobachkoy) (1960)",Drama Romance
Bad Seed (1934),Comedy
Killing Kennedy (2013),Drama
Lucky and Zorba (1998),Animation
Becoming Zlatan (2016),Documentary
The Automatic Moving Company (1910),Animation Comedy
Darkness by Day (2013),Horror
Let My People Go! (2011),Comedy
Battle of the Year (2013),Musical
Blood Alley (1955),Action Adventure
Fellini: I'm a Born Liar (Fellini: Je Suis um Grand Menteur) (2001),Documentary
Brides of Blood (1968),Horror Sci-Fi
Gags The Clown (2019),Horror Thriller
Juurakon Hulda (1937),Romance
"Ay, mi madre! (2019)",Comedy
"Ashley Madison: Sex, Lies and Cyber Attacks (2016)",Documentary
"Cool, Calm and Collected (Calmos) (1976)",Comedy
"Prisoner of Zenda, The (1979)",Adventure Comedy
Rolli and the Golden Key (2013),Adventure
Zoo (2019),Comedy Drama Horror Romance
Bunch of Kunst (2017),Documentary
"Up, Up, and Away (2000)",Action Children
Poongsan (2011),Action Drama Romance
Leader (2010),Drama Romance
Swing (2008),Action Drama Romance
Taekwondo (2016),Drama Romance
Films to Keep You Awake: To Let (2006),Horror Thriller
Killing (2018),Action Drama
Bareilly Ki Barfi (2017),Comedy Romance
Antibirth (2016),Horror
The Widow From Chicago (1930),Crime Drama Romance
Julie (1956),Thriller
End of a Gun (2016),Action Crime Thriller
Fear and Loathing on the Road to Hollywood (1978),Documentary
Jimmy the Gent (1934),Comedy Crime Drama Romance
Inn of Evil (Inochi bô ni furô) (1971),Crime Drama
Kryptonita (2015),Comedy Fantasy Sci-Fi
A Sister's Secret (2009),Drama Mystery Thriller
I Don't Believe in Anarchy (2014),Documentary
We Are Not Angels (1992),Comedy
Alien 2: On Earth (1980),Horror Sci-Fi
Farmlands (2018),Crime Documentary
Child of God (2013),Crime Drama Thriller
My Cousin Rachel (1952),Drama Mystery Romance
The Death of Louis XIV (2016),Drama
Tom and Jerry in the Hollywood Bowl (1950),Animation
Severed Footage (2013),Horror Mystery Thriller
The Suspicions of Mr Whicher: The Murder in Angel Lane (2013),Drama Mystery
"Beach Girls and the Monster, The (1965)",Horror
Possessed (2000),Drama Horror
Crush (2013),Thriller
Graceland (2012),Crime Drama Thriller
The Maids (1975),Drama
Break Ke Baad (2010),Comedy Drama Romance
Negociador (2014),Comedy
Bluebeard's Eighth Wife (1938),Comedy Romance
Cassidy Way (2016),Drama Thriller
Vesna (1947),Comedy Romance
Sleepy Eyes of Death 4: Sword of Seduction (1964),Action
Skeleton Man (2004),Action Horror
Still Mine (2012),Drama
Perils of the Sentimental Swordsman (1982),Action Adventure Fantasy
"Boy, Did I Get a Wrong Number! (1966)",Comedy
Comme les 5 doigts de la main (2010),Action Drama Thriller
The Divine Tragedies (2015),Drama Horror Thriller
The Film Critic (2013),Comedy Drama
Couples Counseling (2016),Comedy Romance
Eye In The Sky (Gun chung) (2007),Crime Thriller
Methadonia (2005),Documentary
Revenge of the Green Dragons (2014),Action Crime Drama
Queen of Outer Space (1958),Adventure Fantasy Sci-Fi
Straight Shooting (1917),Western
Valley of Bones (2017),Adventure Crime Thriller Western
Citizen Soldier (2016),Action Documentary
The Isle of Lost Ships (1987),Adventure Drama Romance Sci-Fi
A Bucket of Blood (1995),Comedy Horror Thriller
Cactus (1986),Drama Romance
Undead or Alive: A Zombedy (2007),Action Comedy Horror
From the Earth to the Moon (1958),Adventure Fantasy Sci-Fi
The Millennials (2015),Comedy Drama Romance
Megaville (1990),Sci-Fi Thriller
Rosencrantz and Guildenstern Are Undead (2009),Comedy Horror
Absolute Zero (2005),Action Adventure Sci-Fi Thriller
Escape from Dartmoor (1929),Crime Drama
Sharpe's Mission (1996),Action Adventure War
Last Stop 174 (Última Parada 174) (2008) ,Crime Drama Thriller
One Trick Pony (1980),Drama
Border Café (2005),Drama
Chinna Gounder (1992),(no genres listed)
Marine Boy (2009),Action Thriller
Io Island (Iodo) (1977),Mystery
Texas (1941),Drama Romance Western
Synesthesia (2005),Crime Horror Mystery Thriller
All Eyes And Ears (2015),(no genres listed)
The Miracle Maker (2000),Animation Children
Visit to a Small Planet (1960),Comedy Sci-Fi
Five Star (2014),Drama
Valmentaja (2018),Drama
Summer of '62 (Cartouches gauloises) (2007),Drama War
Memories of My Melancholy Whores (2011),Comedy Drama Romance
Voor Elkaar Gemaakt (2017),Comedy Romance
Hee Porgi Kunachi (2006),(no genres listed)
A Pest in the House (1947),Animation Comedy
A Real American Hero (1978),Crime Drama
Home from Home – Chronicle of a Vision (2013),Drama
Get Crazy (1983),Comedy
Gallagher: Stuck in the Sixties (1983),Comedy
"Sadness of Sex, The (1995)",Drama
Brother's Keeper (2013),Drama
Meetings with Remarkable Men (1979),Drama
The Scavengers (1970),Drama
Summer of '92 (2015),Drama
The Black Tavern (1972),Action
Dark World: Equilibrium (2013),Adventure Fantasy
The Devil At Your Heels (1981),Documentary
Coming Home (2003),Drama Romance
Between Calais and Dover (1897),(no genres listed)
Dead Heat on a Merry-Go-Round (1966),Comedy Crime
King of Jazz (1930),Animation Musical
Catch That Girl (2002),Action Children
The Tobacconist (2018),Drama
"Métamorphose des cloportes, La (1965)",Comedy Crime
The Recovered (2008),(no genres listed)
Shadow World (2016),Documentary
Confessions of an Ugly Stepsister (2002),Comedy Drama Fantasy
Dragon Squad (2005),Action Crime
The Bengali Night (1988),Drama
Terror Tract (2001),Comedy Horror Thriller
Underground (1976),Documentary
The Policeman of the 16th Precinct (2008),Comedy
Adulterers (2016),Crime Drama Thriller
Walnut Bread (1977),(no genres listed)
Pentimento (1979),Drama
Burdock,(no genres listed)
Mud Zombies (2008),Horror
Massacre in the Black Forest (1977),Action Adventure Drama War
Crosstrap (1962),Crime
The Architects (1990),Drama
Black Nativity (2013),Drama Musical
Blood Shed (2014),Horror
Johnny Yuma (1966),Action Drama Western
Puss in Book: Trapped in an Epic Tale (2017),Adventure Animation Children Comedy Fantasy
The 13 Roses (2007),Drama
The Secret Life of Marilyn Monroe (2015),Drama
My Little Pony: Equestria Girls - Friendship Games (2015),Animation
A Real Dad (2008),Comedy
When a Stranger Calls Back (1993),Horror Thriller
The Tamarind Seed (1974),Drama Romance
"House on 92nd Street, The (1945)",Drama Film-Noir
Crush (2009),Drama Horror Thriller
Hollywood Story (1951),Crime
Brass Knuckle Boys (2008),Comedy
Leave to Remain (2013),Drama
Return to Ithaca (2014),Comedy Drama
The Crisis of Civilization (2012),Animation Documentary
Zyzzyx Rd (2006),Thriller
Love at Second Sight (2019),Comedy
Chef Donald (1941),Animation
The Story of Menstruation (1946),Animation
Light of My Eyes (2010),(no genres listed)
I Don't Kiss (1991),Drama
Boone: The Bounty Hunter (2017),Action
Sappho (2008),Drama Romance
"Bird's-Eye View of Dock Front, Galveston (1900)",(no genres listed)
Island of Blood (1982),(no genres listed)
Houdini (1953),Drama
Stage Door Cartoon (1944),Animation Comedy
Blood (2005),Drama
Spasms (1983),Horror Sci-Fi
New Dominion Tank Police (1993),(no genres listed)
Raise The Roof (2015),(no genres listed)
Ittefaq: It happened one night (2017),Mystery Thriller
Malone (1987),Action Drama Thriller
At War (2018),Drama
"Elephant in the Living Room, The (2010)",Documentary
11/8/16 (2017),Documentary
Kyon Ki... (2005),(no genres listed)
Hell House LLC III: Lake of Fire (2019),Horror
"Linguini Incident, The (1991)",Comedy Crime
Songs (2011),Documentary
Naz & Maalik (2014),(no genres listed)
Atlantics (2019),Drama
In My Sleep (2009),Drama Mystery Thriller
Breakthrough (1979),Drama
NANA 2 (2006),Drama
Beast of the Yellow Night (1971),Horror
Love's Unending Legacy (2007),Drama Romance
Body (2015),Drama Horror Thriller
Cutaway (2000),Action Thriller
Gold (2013),Western
Mondo Hollywood (1967),Documentary
The Depraved (2011),Horror Thriller
The Job (2003),Action Crime Drama
Saber Marionette R (1995),Comedy Sci-Fi
Midnight (1934),Crime Drama
Sorrow and Joy (Sorg og glæde) (2013),Drama
One Mile Away (2012),Documentary
Desperate Remedies (1993),Drama
Nick Off Duty (2016),Action Comedy Thriller
The Poison Rose (2019),Crime Mystery
Sleepy Eyes of Death 9: Trail of Traps (1967),(no genres listed)
Brother (2016),Drama Thriller
Martin Eden (2019),Drama
Beloved (Les bien-aimées) (2011),Drama Musical Romance
"Big Broadcast of 1938, The (1938)",Comedy Musical Romance
Bachelor Night (2014),Comedy
Ween Live in Chicago (2004),Documentary
Red Wing (2013),Drama
Jacob (2011),Horror
Remarkable Power (2008),Comedy
Noin 7 veljestä (1968),(no genres listed)
Rattlesnake (2019),Drama Horror Mystery Thriller
Liberté (2019),Drama
Ursul (2011),Comedy Drama
Tycoon (1947),Adventure Drama Romance
Meet Market (2008),Comedy Romance
Addicted (2002),Drama Mystery Romance Thriller
Ruby Bridges (1998),Children Drama
Floating Clouds  (Ukigumo) (1955),Drama Romance
"To Sir, with Love II (1996)",Drama
Internet Famous (2016),(no genres listed)
Public Sex (2009),Comedy Drama
Ticket of No Return (1979),(no genres listed)
